timestamp,open,high,low,close,volume
2026-03-10 09:55:00+00:00,57026.95,57071.35,56972.8,57002.1,0
2026-03-11 03:45:00+00:00,56790.4,56938.4,56714.5,56795.6,0
2026-03-11 03:50:00+00:00,56800.3,56862.85,56695.6,56703.25,0
2026-03-11 03:55:00+00:00,56700.25,56736.35,56642.75,56683.95,0
2026-03-11 04:00:00+00:00,56683.25,56687.15,56605.15,56679.35,0
2026-03-11 04:05:00+00:00,56678.35,56690.2,56611.25,56650.9,0
2026-03-11 04:10:00+00:00,56651.95,56685.95,56620.45,56664.0,0
2026-03-11 04:15:00+00:00,56664.3,56729.45,56646.6,56709.35,0
2026-03-11 04:20:00+00:00,56710.2,56728.55,56610.0,56612.2,0
2026-03-11 04:25:00+00:00,56612.55,56667.45,56583.85,56630.6,0
2026-03-11 04:30:00+00:00,56631.55,56645.4,56588.1,56644.4,0
2026-03-11 04:35:00+00:00,56642.05,56642.7,56557.3,56561.5,0
2026-03-11 04:40:00+00:00,56561.15,56574.85,56517.0,56541.7,0
2026-03-11 04:45:00+00:00,56541.85,56584.45,56524.8,56575.9,0
2026-03-11 04:50:00+00:00,56574.15,56578.3,56506.55,56551.9,0
2026-03-11 04:55:00+00:00,56553.0,56571.8,56523.7,56551.0,0
2026-03-11 05:00:00+00:00,56547.55,56559.0,56494.65,56519.9,0
2026-03-11 05:05:00+00:00,56518.0,56527.2,56388.8,56391.3,0
2026-03-11 05:10:00+00:00,56391.75,56416.05,56365.95,56386.9,0
2026-03-11 05:15:00+00:00,56386.6,56400.15,56312.25,56390.35,0
2026-03-11 05:20:00+00:00,56385.75,56408.05,56366.05,56382.25,0
2026-03-11 05:25:00+00:00,56383.55,56437.1,56372.7,56425.15,0
2026-03-11 05:30:00+00:00,56424.05,56456.1,56386.65,56453.4,0
2026-03-11 05:35:00+00:00,56453.95,56456.3,56391.4,56396.6,0
2026-03-11 05:40:00+00:00,56399.55,56399.55,56306.9,56335.65,0
2026-03-11 05:45:00+00:00,56337.4,56337.55,56218.1,56226.8,0
2026-03-11 05:50:00+00:00,56229.75,56229.75,56113.3,56116.1,0
2026-03-11 05:55:00+00:00,56118.9,56171.75,56112.6,56165.1,0
2026-03-11 06:00:00+00:00,56166.8,56169.35,56044.35,56065.6,0
2026-03-11 06:05:00+00:00,56065.45,56126.2,56022.15,56086.2,0
2026-03-11 06:10:00+00:00,56087.8,56108.55,56051.75,56107.45,0
2026-03-11 06:15:00+00:00,56109.0,56119.85,56061.85,56067.4,0
2026-03-11 06:20:00+00:00,56069.65,56089.2,56015.4,56083.2,0
2026-03-11 06:25:00+00:00,56086.4,56087.65,56030.2,56058.2,0
2026-03-11 06:30:00+00:00,56058.6,56138.9,56045.8,56131.35,0
2026-03-11 06:35:00+00:00,56134.25,56139.05,56065.95,56089.05,0
2026-03-11 06:40:00+00:00,56089.15,56141.25,56087.2,56110.45,0
2026-03-11 06:45:00+00:00,56113.2,56138.55,56098.7,56112.2,0
2026-03-11 06:50:00+00:00,56112.95,56139.65,56093.05,56121.35,0
2026-03-11 06:55:00+00:00,56120.8,56127.1,56090.15,56113.75,0
2026-03-11 07:00:00+00:00,56116.7,56165.7,56052.55,56068.5,0
2026-03-11 07:05:00+00:00,56069.65,56088.65,56008.6,56015.7,0
2026-03-11 07:10:00+00:00,56019.7,56130.05,56005.5,56123.05,0
2026-03-11 07:15:00+00:00,56127.7,56127.9,56059.0,56097.0,0
2026-03-11 07:20:00+00:00,56103.65,56138.3,56084.1,56097.15,0
2026-03-11 07:25:00+00:00,56097.7,56110.55,56055.25,56056.55,0
2026-03-11 07:30:00+00:00,56054.7,56087.95,56022.1,56042.25,0
2026-03-11 07:35:00+00:00,56044.2,56076.75,56031.75,56061.0,0
2026-03-11 07:40:00+00:00,56063.15,56063.35,55943.5,55952.25,0
2026-03-11 07:45:00+00:00,55958.3,55964.9,55897.9,55960.75,0
2026-03-11 07:50:00+00:00,55961.3,56031.05,55935.45,56026.75,0
2026-03-11 07:55:00+00:00,56027.45,56064.45,56008.0,56064.4,0
2026-03-11 08:00:00+00:00,56062.15,56125.05,56017.2,56023.0,0
2026-03-11 08:05:00+00:00,56025.2,56052.85,55989.95,55994.65,0
2026-03-11 08:10:00+00:00,55994.45,56023.05,55973.4,55988.6,0
2026-03-11 08:15:00+00:00,55989.45,55998.2,55935.45,55974.35,0
2026-03-11 08:20:00+00:00,55974.45,56019.25,55950.3,56005.2,0
2026-03-11 08:25:00+00:00,56007.45,56031.25,55978.35,56027.1,0
2026-03-11 08:30:00+00:00,56029.2,56034.0,55967.9,55998.05,0
2026-03-11 08:35:00+00:00,55999.65,56004.5,55933.9,55937.7,0
2026-03-11 08:40:00+00:00,55934.6,55961.45,55926.7,55950.7,0
2026-03-11 08:45:00+00:00,55950.85,55961.9,55874.6,55912.0,0
2026-03-11 08:50:00+00:00,55915.35,55948.9,55868.6,55868.6,0
2026-03-11 08:55:00+00:00,55869.3,56064.8,55845.1,56064.2,0
2026-03-11 09:00:00+00:00,56066.45,56076.85,55910.75,55910.75,0
2026-03-11 09:05:00+00:00,55911.5,55953.95,55903.85,55950.25,0
2026-03-11 09:10:00+00:00,55951.4,55951.4,55905.1,55921.3,0
2026-03-11 09:15:00+00:00,55923.7,55938.35,55901.45,55904.75,0
2026-03-11 09:20:00+00:00,55908.65,55928.75,55868.85,55908.7,0
2026-03-11 09:25:00+00:00,55908.6,55910.35,55796.55,55801.45,0
2026-03-11 09:30:00+00:00,55802.45,55892.0,55802.25,55817.15,0
2026-03-11 09:35:00+00:00,55820.85,55835.4,55712.15,55784.35,0
2026-03-11 09:40:00+00:00,55783.3,55805.45,55727.6,55741.8,0
2026-03-11 09:45:00+00:00,55747.85,55797.7,55703.85,55779.45,0
2026-03-11 09:50:00+00:00,55779.6,55788.2,55717.55,55733.6,0
2026-03-11 09:55:00+00:00,55734.05,55749.45,55631.95,55666.4,0
