timestamp,open,high,low,close,volume
2026-03-10 09:55:00+00:00,26562.6,26578.85,26554.35,26570.85,0
2026-03-11 03:45:00+00:00,26447.0,26538.5,26408.4,26449.2,0
2026-03-11 03:50:00+00:00,26451.0,26463.65,26389.5,26392.0,0
2026-03-11 03:55:00+00:00,26391.7,26402.95,26363.3,26387.55,0
2026-03-11 04:00:00+00:00,26387.7,26390.35,26352.5,26384.05,0
2026-03-11 04:05:00+00:00,26384.3,26386.05,26346.55,26364.45,0
2026-03-11 04:10:00+00:00,26365.65,26376.95,26349.6,26369.95,0
2026-03-11 04:15:00+00:00,26371.1,26399.3,26357.8,26388.75,0
2026-03-11 04:20:00+00:00,26389.5,26402.6,26349.0,26350.1,0
2026-03-11 04:25:00+00:00,26350.4,26376.9,26338.8,26356.95,0
2026-03-11 04:30:00+00:00,26355.0,26355.0,26329.8,26351.2,0
2026-03-11 04:35:00+00:00,26350.6,26350.6,26314.05,26315.5,0
2026-03-11 04:40:00+00:00,26316.35,26322.5,26303.35,26311.3,0
2026-03-11 04:45:00+00:00,26311.65,26317.25,26295.6,26308.9,0
2026-03-11 04:50:00+00:00,26309.2,26310.4,26280.4,26300.5,0
2026-03-11 04:55:00+00:00,26300.2,26311.1,26287.5,26297.55,0
2026-03-11 05:00:00+00:00,26296.9,26309.0,26284.9,26295.4,0
2026-03-11 05:05:00+00:00,26293.8,26297.85,26254.55,26256.15,0
2026-03-11 05:10:00+00:00,26256.35,26271.55,26248.4,26251.15,0
2026-03-11 05:15:00+00:00,26251.05,26263.15,26221.55,26261.45,0
2026-03-11 05:20:00+00:00,26259.6,26275.4,26248.3,26256.9,0
2026-03-11 05:25:00+00:00,26257.05,26283.1,26255.9,26278.85,0
2026-03-11 05:30:00+00:00,26278.7,26290.8,26259.95,26289.1,0
2026-03-11 05:35:00+00:00,26289.35,26289.85,26259.5,26262.35,0
2026-03-11 05:40:00+00:00,26263.2,26263.2,26226.15,26235.6,0
